audio,target
"[ 0.11886597  0.05993652  0.00466919 ... -0.18048096 -0.36627197
 -0.40911865]",37
"[ 0.12213135  0.14764404  0.15216064 ... -0.05990601 -0.08047485
 -0.09384155]",22
"[ 0.02227783  0.03796387  0.05810547 ... -0.01013184 -0.01016235
 -0.0067749 ]",22
"[ 0.02029419 -0.0100708  -0.04660034 ... -0.01809692 -0.06680298
 -0.10812378]",22
"[ 0.10424805  0.1133728   0.12258911 ... -0.0539856  -0.03030396
  0.00076294]",22
[0.2013855  0.22253418 0.22671509 ... 0.15951538 0.15045166 0.13977051],22
"[ 0.02365112  0.01220703 -0.00427246 ...  0.01611328  0.01278687
  0.00967407]",22
"[-0.06311035 -0.04168701 -0.02090454 ... -0.0824585  -0.06985474
 -0.05700684]",22
"[-0.00476074 -0.00650024 -0.00888062 ...  0.00726318  0.02056885
  0.0333252 ]",43
"[-0.02319336 -0.02337646 -0.02276611 ... -0.00292969 -0.00418091
 -0.02862549]",7
"[ 0.01596069  0.0010376  -0.00985718 ... -0.01800537 -0.0133667
 -0.01547241]",7
[0.00616455 0.00073242 0.00088501 ... 0.02261353 0.02255249 0.02294922],28
"[-0.00057983 -0.00100708 -0.00125122 ...  0.00161743  0.00247192
  0.00183105]",38
"[3.0517578e-05 3.0517578e-05 3.0517578e-05 ... 2.1362305e-04 2.4414062e-04
 1.8310547e-04]",0
"[-0.03042603 -0.00613403  0.02087402 ... -0.00137329 -0.00186157
 -0.00189209]",31
"[0.0000000e+00 0.0000000e+00 0.0000000e+00 ... 9.1552734e-05 1.2207031e-04
 6.1035156e-05]",0
"[ 0.02444458  0.0461731   0.05981445 ... -0.08309937 -0.09634399
 -0.08093262]",40
"[-0.09689331 -0.13320923 -0.12017822 ... -0.04141235 -0.05508423
 -0.05072021]",40
[0.02175903 0.01983643 0.02041626 ... 0.02746582 0.02441406 0.03106689],13
[0.04867554 0.04110718 0.03881836 ... 0.05239868 0.05328369 0.04223633],36
"[ 0.00039673  0.00054932  0.00048828 ... -0.00094604 -0.00042725
  0.00018311]",38
"[-0.0007019  -0.00112915 -0.00109863 ...  0.01147461  0.01333618
  0.01052856]",0
"[-0.00396729  0.00048828  0.00204468 ...  0.          0.
  0.        ]",29
"[ 0.02053833  0.00164795 -0.00527954 ... -0.00411987 -0.00094604
  0.00326538]",25
"[-2.5482178e-02 -2.5329590e-02 -2.4749756e-02 ...  9.1552734e-05
  1.4953613e-03  2.6550293e-03]",25
"[-0.00030518 -0.00024414 -0.00015259 ...  0.00137329  0.00140381
  0.0015564 ]",31
"[ 0.28009033  0.3066101   0.29605103 ...  0.00289917 -0.03530884
 -0.0222168 ]",44
"[ 0.00982666  0.02801514  0.04440308 ... -0.01712036 -0.02618408
 -0.0206604 ]",11
[0.01342773 0.02120972 0.01953125 ... 0.02084351 0.0196228  0.01068115],11
"[ 0.0067749   0.03640747 -0.02255249 ... -0.03927612  0.03320312
  0.10757446]",13
"[-0.14578247  0.0272522   0.15673828 ...  0.00836182  0.04602051
  0.11178589]",13
"[-0.01705933 -0.01184082 -0.01477051 ... -0.06298828 -0.06021118
 -0.05844116]",8
[0.00180054 0.03808594 0.0619812  ... 0.03463745 0.03546143 0.03448486],8
"[-0.04391479 -0.02694702 -0.01919556 ...  0.01708984  0.02761841
  0.03274536]",8
"[ 0.04589844  0.04595947  0.04580688 ... -0.05343628 -0.05270386
 -0.05206299]",6
"[-0.02987671 -0.03134155 -0.02578735 ... -0.00143433 -0.00073242
  0.0012207 ]",28
"[-0.00704956 -0.00231934  0.00158691 ...  0.00265503  0.00286865
  0.00292969]",28
"[ 1.8310547e-04 -9.1552734e-05 -3.6621094e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",15
"[-0.00076294  0.          0.00085449 ... -0.01345825 -0.01168823
 -0.01177979]",23
"[ 0.07012939  0.0612793  -0.02737427 ...  0.03326416  0.05319214
  0.09039307]",49
[0.03833008 0.07229614 0.07589722 ... 0.04187012 0.03292847 0.06881714],49
"[-0.09384155 -0.18331909 -0.10879517 ...  0.00143433  0.00317383
  0.00454712]",49
"[ 0.23239136  0.05657959 -0.3551941  ...  0.0007019   0.00112915
  0.00180054]",37
"[ 0.00073242  0.00073242  0.00079346 ... -0.00183105 -0.0020752
 -0.00234985]",25
[0.0012207  0.00085449 0.00012207 ... 0.00402832 0.00512695 0.00592041],25
"[-3.0517578e-05 -3.0517578e-05  6.1035156e-05 ...  1.9561768e-02
  2.8900146e-02  2.5848389e-02]",38
"[-9.1552734e-05 -6.1035156e-05  0.0000000e+00 ...  5.4931641e-04
  6.1035156e-04  5.7983398e-04]",0
[0.06130981 0.0748291  0.07818604 ... 0.00262451 0.00900269 0.00689697],6
"[-0.00363159 -0.00024414 -0.00296021 ...  0.          0.
  0.        ]",6
"[-3.0517578e-05 -1.5258789e-04 -1.1596680e-03 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",31
"[ 2.7160645e-03  2.6550293e-03  2.7465820e-03 ... -6.1035156e-05
 -1.5258789e-04 -6.1035156e-05]",31
"[ 0.01016235  0.00759888  0.0015564  ... -0.02572632 -0.02584839
 -0.02563477]",44
"[-0.00018311 -0.00024414 -0.00024414 ... -0.00054932 -0.00048828
 -0.00036621]",31
[0.00085449 0.00408936 0.00494385 ... 0.0032959  0.00250244 0.00476074],13
[0.00015259 0.00100708 0.00183105 ... 0.         0.         0.        ],39
[0.00024414 0.00021362 0.00036621 ... 0.         0.         0.        ],39
[0.00149536 0.00167847 0.00164795 ... 0.         0.         0.        ],39
"[-1.8310547e-04 -1.2207031e-04 -9.1552734e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",39
"[ 3.0517578e-05 -3.0517578e-05 -3.0517578e-05 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",29
[0.00039673 0.00033569 0.00027466 ... 0.00079346 0.00076294 0.00091553],31
"[-0.05276489 -0.03640747 -0.00112915 ...  0.04107666  0.02893066
  0.01260376]",11
"[-0.00280762 -0.00280762 -0.00271606 ... -0.00411987 -0.00402832
 -0.00402832]",31
"[ 0.10198975  0.0098877  -0.09387207 ... -0.09609985  0.08862305
 -0.11877441]",37
"[-0.2566223  -0.32678223 -0.02200317 ...  0.5002136  -0.12115479
 -0.9805603 ]",39
"[-0.436615   -0.03955078  0.74627686 ... -0.53637695  0.42382812
  0.7935791 ]",39
"[-0.26019287 -0.09457397 -0.90011597 ...  0.          0.
  0.        ]",39
"[-1.4648438e-03 -2.4414062e-04 -6.1035156e-05 ...  6.1035156e-04
  5.4931641e-04 -2.2583008e-03]",6
"[-0.0196228  -0.01754761 -0.01025391 ...  0.00942993  0.00460815
  0.00427246]",23
"[-0.01611328 -0.0144043  -0.00894165 ... -0.05435181 -0.02761841
  0.00485229]",23
"[-0.13290405 -0.00354004  0.06265259 ... -0.33084106 -0.02078247
  0.45224   ]",22
"[ 0.00570679  0.00714111  0.00784302 ... -0.00271606 -0.0038147
 -0.00494385]",23
"[-3.0517578e-05 -6.1035156e-05 -6.1035156e-05 ...  4.4860840e-03
  4.8522949e-03  3.0822754e-03]",0
"[-9.1552734e-05 -1.5258789e-04  3.3569336e-04 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",1
"[-0.16207886 -0.311615   -0.38790894 ...  0.          0.
  0.        ]",37
"[ 0.00195312 -0.11001587 -0.02438354 ...  0.          0.
  0.        ]",37
"[-6.1035156e-05  0.0000000e+00 -3.0517578e-05 ...  1.3763428e-02
  1.1291504e-02  7.8735352e-03]",23
"[ 0.01092529  0.01049805  0.00958252 ... -0.01101685 -0.00906372
 -0.00665283]",23
[0.0055542  0.00616455 0.00808716 ... 0.         0.         0.        ],31
"[ 0.00195312  0.00332642  0.00311279 ... -0.00183105 -0.00378418
 -0.00253296]",29
[0.07138062 0.07363892 0.07693481 ... 0.         0.         0.        ],30
"[-0.01742554 -0.02008057 -0.01974487 ... -0.01766968 -0.0177002
 -0.01696777]",15
"[-0.00656128 -0.00680542 -0.00674438 ...  0.03375244  0.0340271
  0.03424072]",15
"[ 0.00631714  0.00527954  0.00460815 ... -0.00161743 -0.00143433
 -0.00137329]",15
"[-0.00085449 -0.00119019 -0.00097656 ...  0.          0.
  0.        ]",39
"[-0.00198364 -0.00308228 -0.00283813 ...  0.          0.
  0.        ]",34
"[ 0.0000000e+00  0.0000000e+00 -9.1552734e-05 ... -9.1552734e-05
 -9.1552734e-05 -9.1552734e-05]",29
"[-0.12472534 -0.13885498 -0.14752197 ...  0.06240845  0.0774231
  0.0927124 ]",3
[0.10559082 0.12112427 0.13687134 ... 0.11557007 0.13873291 0.16616821],3
[0.9999695  0.9999695  0.9999695  ... 0.10012817 0.08474731 0.07089233],3
"[-3.0517578e-05  0.0000000e+00  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",34
"[-0.11303711 -0.09631348 -0.02526855 ...  0.00439453 -0.0010376
 -0.0039978 ]",14
[0. 0. 0. ... 0. 0. 0.],34
"[ 0.00378418  0.00863647  0.01541138 ... -0.00167847 -0.00405884
 -0.00723267]",35
"[ 0.07318115  0.10293579  0.10848999 ... -0.07006836 -0.07226562
 -0.05490112]",35
"[ 0.04830933  0.01821899  0.02597046 ...  0.03192139  0.02941895
 -0.00942993]",35
"[-0.12976074 -0.1925354  -0.2507019  ... -0.1880188  -0.07559204
 -0.05453491]",35
"[-0.00854492 -0.00579834 -0.0027771  ... -0.00463867 -0.00222778
 -0.00109863]",35
"[-0.05386353 -0.06765747 -0.08029175 ...  0.04425049  0.02716064
  0.01049805]",35
"[-0.0173645  -0.02606201 -0.03515625 ... -0.00231934 -0.00683594
 -0.00564575]",35
"[-0.00827026  0.00106812  0.01104736 ... -0.02105713 -0.03207397
 -0.02780151]",35
"[-0.01205444 -0.01644897 -0.01571655 ...  0.00045776 -0.00027466
  0.00012207]",25
"[ 0.01974487  0.01071167 -0.00201416 ... -0.01531982 -0.01333618
 -0.0112915 ]",25
"[-0.01956177 -0.02154541  0.00109863 ... -0.00759888  0.00408936
  0.01547241]",14
"[-0.00753784 -0.00692749 -0.00442505 ...  0.01815796  0.01010132
  0.00735474]",14
"[ 0.02972412  0.03967285  0.07955933 ... -0.09512329 -0.08511353
 -0.07000732]",6
[0.01193237 0.01263428 0.01235962 ... 0.02304077 0.02426147 0.02511597],2
[0.01052856 0.0093689  0.01699829 ... 0.00442505 0.00305176 0.0020752 ],6
"[-0.00073242 -0.01620483 -0.01104736 ...  0.00866699  0.00949097
  0.0090332 ]",6
"[ 0.00970459  0.01773071  0.03903198 ... -0.00396729 -0.00405884
 -0.00436401]",8
"[-0.03521729 -0.04269409 -0.04953003 ... -0.11587524 -0.01834106
  0.1494751 ]",2
"[ 0.11947632  0.17437744  0.17687988 ...  0.01931763 -0.00085449
 -0.06417847]",2
"[ 0.22338867  0.28674316  0.31484985 ...  0.18200684  0.09313965
 -0.01766968]",2
"[ 0.02963257  0.03259277  0.03067017 ...  0.00030518 -0.0017395
 -0.00317383]",49
"[ 0.00765991  0.00650024  0.00134277 ... -0.01449585 -0.0085144
  0.00595093]",49
"[-0.03588867 -0.03820801 -0.03875732 ...  0.04086304  0.05267334
  0.06201172]",47
[0.04083252 0.04748535 0.05361938 ... 0.03405762 0.03045654 0.02658081],6
"[-0.07388306 -0.07723999 -0.08108521 ...  0.00344849  0.01199341
  0.02767944]",47
"[-6.1035156e-05 -3.0517578e-05  3.0517578e-05 ... -8.2397461e-04
 -8.5449219e-04 -7.9345703e-04]",30
"[-0.00296021 -0.00299072 -0.00259399 ...  0.          0.
  0.        ]",34
"[3.0517578e-05 3.0517578e-05 3.0517578e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",20
"[-0.00241089 -0.00335693 -0.00335693 ...  0.          0.
  0.        ]",20
[0.0932312  0.12161255 0.13363647 ... 0.         0.         0.        ],42
"[-0.02545166 -0.02514648 -0.02471924 ...  0.632843    0.5486145
  0.46655273]",42
"[ 0.0149231   0.01620483  0.01766968 ... -0.03552246 -0.03833008
 -0.0375061 ]",42
"[-0.015625   -0.01882935 -0.02023315 ...  0.0227356   0.02462769
  0.02520752]",42
"[ 0.00418091  0.00369263  0.00335693 ... -0.05670166 -0.05224609
 -0.04718018]",4
"[-0.2593994  -0.19226074 -0.11724854 ...  0.00097656  0.00158691
  0.00140381]",4
"[-0.02023315 -0.02160645 -0.02249146 ...  0.01449585  0.01370239
  0.01235962]",4
"[-0.09054565 -0.20751953 -0.3109436  ... -0.03186035 -0.02462769
 -0.01675415]",4
"[-0.01391602 -0.01608276 -0.0171814  ... -0.03393555 -0.03289795
 -0.03015137]",4
"[-0.02072144 -0.01675415 -0.01251221 ...  0.01135254  0.01098633
  0.01052856]",4
[0.16473389 0.17315674 0.17971802 ... 0.26345825 0.1300354  0.03866577],2
"[-0.18862915 -0.1513977  -0.1326294  ...  0.          0.
  0.        ]",2
[0.0826416  0.06454468 0.05496216 ... 0.         0.         0.        ],2
"[-0.18951416  0.01144409  0.16595459 ...  0.          0.
  0.        ]",2
"[-0.0007019  -0.00952148 -0.02905273 ...  0.          0.
  0.        ]",2
"[-0.51086426 -0.39562988 -0.29623413 ...  0.          0.
  0.        ]",2
"[-0.01269531 -0.01480103 -0.01693726 ... -0.24734497 -0.24685669
 -0.23751831]",42
"[-2.7465820e-04 -3.6621094e-04 -6.1035156e-04 ...  7.7728271e-02
 -6.3812256e-02 -2.9461670e-01]",42
"[ 0.00177002  0.00146484  0.00119019 ... -0.00650024  0.00402832
  0.01702881]",42
[0.087677   0.13000488 0.1670227  ... 0.         0.         0.        ],2
"[-0.06469727 -0.07092285 -0.07925415 ... -0.43634033 -0.43963623
 -0.44058228]",16
"[ 0.04818726  0.03771973  0.02838135 ... -0.04977417 -0.04946899
 -0.046875  ]",2
"[-0.1642456  -0.1720581  -0.18417358 ... -0.15078735 -0.1355896
 -0.11846924]",42
"[ 0.15911865  0.159729    0.1635437  ... -0.2446289  -0.22528076
 -0.20498657]",42
"[ 0.03372192  0.0328064   0.03024292 ... -0.00576782 -0.00509644
 -0.00588989]",35
"[ 0.00213623  0.00189209  0.00167847 ... -0.00097656  0.00531006
  0.0098877 ]",27
"[-0.05233765 -0.0602417  -0.06799316 ... -0.10144043 -0.08843994
 -0.07797241]",42
[0.01000977 0.01074219 0.00479126 ... 0.0375061  0.0718689  0.07342529],20
[0.0062561  0.0071106  0.00805664 ... 0.12835693 0.14071655 0.1473999 ],4
"[-1.0681152e-03 -8.8500977e-04 -1.0986328e-03 ...  7.3242188e-04
  4.8828125e-04  3.0517578e-05]",4
"[-0.00405884 -0.00457764 -0.00445557 ...  0.00634766  0.0062561
  0.00653076]",4
"[-0.0055542  -0.00576782 -0.00637817 ...  0.00088501  0.00109863
  0.00143433]",4
"[-0.00137329 -0.0039978  -0.0039978  ...  0.00177002  0.00622559
 -0.00408936]",18
[0.09014893 0.09072876 0.09075928 ... 0.00671387 0.00582886 0.0045166 ],19
"[-0.027771   -0.02752686 -0.0269165  ... -0.10531616 -0.10766602
 -0.10946655]",19
"[-0.03106689 -0.03088379 -0.03125    ... -0.03991699 -0.03521729
 -0.03225708]",19
[0.33798218 0.3366089  0.33410645 ... 0.09133911 0.09231567 0.09283447],19
"[ 0.09033203 -0.09521484 -0.23913574 ... -0.7756958  -0.77038574
 -0.76467896]",19
"[ 0.11035156  0.11160278  0.11694336 ... -0.03649902 -0.03900146
 -0.04214478]",16
"[-0.10675049 -0.11300659 -0.12322998 ...  0.16445923  0.16583252
  0.16766357]",16
[0.03131104 0.04248047 0.05062866 ... 0.0909729  0.04815674 0.00839233],42
"[-0.01043701 -0.01016235 -0.00976562 ...  0.01290894  0.01477051
  0.01657104]",48
"[-0.00961304 -0.01379395 -0.01132202 ... -0.03900146 -0.04360962
 -0.04272461]",48
"[ 0.00958252  0.00845337  0.00723267 ... -0.00708008  0.01098633
  0.02197266]",48
[0.02865601 0.02999878 0.02307129 ... 0.0045166  0.00167847 0.00213623],48
"[ 0.00805664  0.00875854  0.00802612 ... -0.01287842 -0.01141357
 -0.0072937 ]",48
[0.00656128 0.00497437 0.00332642 ... 0.01443481 0.0189209  0.01742554],48
"[-0.01141357 -0.01141357 -0.01055908 ...  0.00579834  0.00479126
  0.00314331]",48
[0.01693726 0.01617432 0.01391602 ... 0.00765991 0.01306152 0.0194397 ],48
[0.01043701 0.01263428 0.01348877 ... 0.02786255 0.02938843 0.0267334 ],33
"[ 0.0406189   0.03088379  0.0194397  ... -0.0015564  -0.00238037
 -0.0020752 ]",33
"[ 0.00686646  0.00683594  0.00686646 ... -0.00323486 -0.00219727
 -0.00140381]",5
"[ 0.02288818  0.04104614  0.04370117 ... -0.03097534 -0.09463501
 -0.09463501]",41
[0.04092407 0.06674194 0.06985474 ... 0.14932251 0.16238403 0.11859131],41
[0.02084351 0.02200317 0.02249146 ... 0.         0.         0.        ],26
"[-0.00082397 -0.00100708 -0.00100708 ...  0.          0.
  0.        ]",41
"[ 0.13421631  0.15283203  0.15292358 ...  0.01190186 -0.01547241
 -0.0435791 ]",5
"[-0.39245605 -0.33883667 -0.25793457 ...  0.00039673  0.0005188
  0.00061035]",5
[0.01303101 0.01400757 0.00753784 ... 0.         0.         0.        ],33
"[-0.00375366 -0.00396729 -0.00363159 ...  0.05258179  0.0508728
  0.05053711]",18
[0.02651978 0.02728271 0.02770996 ... 0.         0.         0.        ],5
"[ 0.00024414  0.00018311  0.00027466 ... -0.00881958 -0.0078125
 -0.00701904]",33
"[-0.00204468 -0.00299072 -0.00302124 ... -0.16015625 -0.15411377
 -0.14273071]",40
"[-0.49978638 -0.5021057  -0.44714355 ...  0.24301147  0.23236084
  0.2512207 ]",40
"[ 0.03414917  0.0456543   0.04193115 ... -0.17391968 -0.19174194
 -0.15112305]",40
[0.07269287 0.10519409 0.10070801 ... 0.11199951 0.15206909 0.13064575],40
"[ 0.4072876   0.40292358  0.35479736 ... -0.32070923 -0.3284912
 -0.3289795 ]",40
"[-0.00140381 -0.0020752  -0.00033569 ...  0.          0.
  0.        ]",24
"[ 0.01629639  0.01657104  0.01657104 ... -0.01480103 -0.01101685
 -0.00543213]",46
[0.02807617 0.02914429 0.0307312  ... 0.21905518 0.2250061  0.22912598],16
"[-0.06622314 -0.08786011 -0.1086731  ... -0.41534424 -0.3892212
 -0.3577881 ]",16
"[-0.13833618 -0.12414551 -0.08914185 ...  0.          0.
  0.        ]",43
"[ 0.0000000e+00 -9.1552734e-05  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",43
[0.00131226 0.00308228 0.00479126 ... 0.         0.         0.        ],43
[0.02432251 0.0244751  0.02236938 ... 0.         0.         0.        ],43
[0.0355835  0.03842163 0.03811646 ... 0.02667236 0.02661133 0.02593994],43
[0.08703613 0.08560181 0.06784058 ... 0.1616211  0.16140747 0.15917969],43
"[-0.2597351  -0.26260376 -0.26208496 ... -0.02819824 -0.02993774
 -0.0307312 ]",43
"[ 0.03237915  0.05715942  0.06280518 ... -0.16912842 -0.16955566
 -0.16558838]",43
"[ 0.02575684 -0.00048828 -0.02047729 ... -0.00891113 -0.00219727
 -0.00323486]",27
"[ 0.02679443  0.02597046  0.02493286 ... -0.00085449 -0.00082397
 -0.00082397]",33
"[-0.01855469 -0.00131226  0.01849365 ...  0.03009033  0.02966309
  0.034729  ]",10
"[ 0.          0.          0.         ...  0.01062012  0.00485229
 -0.01254272]",35
"[-0.16244507 -0.20440674 -0.21936035 ...  0.06204224  0.21185303
  0.29257202]",36
"[-0.55081177 -0.21795654 -0.08151245 ...  0.09716797  0.22567749
  0.16619873]",36
"[ 0.20458984  0.18118286  0.01641846 ...  0.08856201 -0.19683838
 -0.31433105]",36
[0.         0.         0.         ... 0.0189209  0.02139282 0.00344849],18
"[-0.4267578  -0.42495728 -0.41482544 ... -0.07449341 -0.08505249
 -0.09454346]",42
"[3.3569336e-04 3.0517578e-04 2.4414062e-04 ... 6.1035156e-05 6.1035156e-05
 9.1552734e-05]",24
"[ 6.4086914e-03  3.5095215e-03 -2.7770996e-03 ...  1.4221191e-02
  2.9907227e-03  9.1552734e-05]",27
"[ 0.00891113  0.0071106  -0.01049805 ... -0.00866699 -0.0010376
  0.00552368]",41
"[ 0.02761841  0.03887939  0.03979492 ... -0.17053223 -0.27944946
 -0.24407959]",41
"[ 0.0000000e+00  0.0000000e+00  3.0517578e-05 ... -5.7373047e-03
  1.3732910e-03  2.4719238e-03]",18
"[ 0.07711792  0.09710693  0.0932312  ... -0.94625854 -0.9857788
 -0.89660645]",12
"[ 0.15298462  0.08197021  0.01531982 ... -0.13409424 -0.11291504
 -0.08752441]",4
"[-0.11911011 -0.12365723 -0.12609863 ... -0.06665039 -0.06546021
 -0.06442261]",4
"[-0.00775146 -0.00439453 -0.00537109 ...  0.0262146   0.0211792
  0.01080322]",33
"[3.0517578e-05 6.1035156e-05 6.1035156e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",21
[0.14111328 0.28094482 0.59713745 ... 0.24594116 0.17590332 0.21420288],36
[0.01208496 0.01220703 0.01199341 ... 0.08132935 0.08071899 0.0798645 ],19
[0.00579834 0.00704956 0.0045166  ... 0.         0.         0.        ],33
"[ 0.00253296  0.02032471  0.03567505 ...  0.06558228 -0.07980347
 -0.12860107]",10
"[-0.04406738 -0.06436157 -0.08752441 ... -0.02459717 -0.0380249
 -0.05212402]",46
"[ 0.08004761  0.07644653  0.07531738 ... -0.03988647 -0.05041504
 -0.06201172]",45
[0.19940186 0.19454956 0.18121338 ... 0.12866211 0.12399292 0.11566162],45
"[-0.01507568 -0.01550293 -0.0166626  ...  0.00320435  0.00311279
  0.00085449]",12
"[ 1.5258789e-04  1.8310547e-04  2.7465820e-04 ... -3.0517578e-05
 -1.2207031e-04 -9.1552734e-05]",12
"[ 0.08917236  0.09472656  0.09262085 ... -0.23858643 -0.48635864
 -0.6460571 ]",4
"[ 0.04467773  0.04882812  0.04989624 ... -0.0463562  -0.05078125
 -0.03793335]",40
"[ 0.00704956  0.00769043  0.00701904 ... -0.00384521 -0.00360107
 -0.00289917]",33
"[-0.01635742 -0.0161438  -0.01535034 ... -0.05871582 -0.05908203
 -0.05880737]",19
"[-0.01116943 -0.00228882  0.02416992 ...  0.00363159 -0.03778076
 -0.05917358]",10
"[ 0.          0.          0.         ...  0.00112915 -0.0135498
 -0.00610352]",12
"[-0.00140381 -0.00183105 -0.00100708 ... -0.00039673 -0.0010376
 -0.00213623]",12
"[-0.00421143 -0.00442505 -0.00363159 ... -0.00018311 -0.00018311
 -0.00012207]",21
"[-0.00521851 -0.01177979  0.05041504 ...  0.05596924  0.06759644
  0.02780151]",10
"[-0.0038147  -0.00488281 -0.00588989 ... -0.15383911 -0.13250732
 -0.10931396]",3
"[ 3.0517578e-05  3.6621094e-04 -1.8310547e-04 ...  1.6604614e-01
  1.5408325e-01  1.4038086e-01]",3
"[-0.00073242 -0.00064087 -0.0007019  ...  0.00057983  0.00054932
  0.00048828]",3
"[-0.00057983 -0.00213623 -0.00415039 ...  0.00027466  0.00030518
  0.00036621]",3
"[-0.00018311 -0.00021362 -0.00024414 ...  0.00018311  0.00021362
  0.00015259]",1
[0.00064087 0.0007019  0.00073242 ... 0.00021362 0.00021362 0.00018311],1
"[ 0.08795166  0.09008789  0.08633423 ... -0.01806641 -0.01745605
 -0.01751709]",7
"[-0.00488281 -0.00518799 -0.00390625 ... -0.00137329 -0.00250244
 -0.00167847]",7
"[-0.01809692 -0.01019287 -0.01528931 ... -0.02371216 -0.03656006
 -0.06304932]",7
"[-0.0272522  -0.02554321 -0.0239563  ... -0.00216675 -0.00033569
  0.00048828]",19
"[ 0.0085144   0.01000977  0.00411987 ... -0.01739502 -0.00891113
  0.0007019 ]",10
"[-0.07952881  0.1076355   0.3293457  ...  0.01263428  0.01626587
  0.02380371]",45
[0.0579834  0.02349854 0.00738525 ... 0.01776123 0.02236938 0.01864624],45
"[ 0.01095581  0.00515747 -0.00808716 ...  0.01403809  0.01092529
  0.01046753]",45
"[-0.01522827 -0.01727295 -0.00939941 ...  0.08300781  0.09936523
  0.12081909]",7
"[ 0.05368042  0.06182861  0.05517578 ... -0.00119019 -0.0012207
 -0.00119019]",18
"[-0.15032959 -0.15802002 -0.16159058 ...  0.37615967  0.33743286
  0.26739502]",46
"[-0.03005981 -0.09387207 -0.0696106  ... -0.09375    -0.09866333
 -0.0803833 ]",7
[0.01983643 0.01153564 0.02905273 ... 0.05773926 0.07827759 0.06454468],7
"[-0.04647827 -0.03710938 -0.02804565 ...  0.0881958   0.05682373
  0.02493286]",7
"[ 0.0713501   0.02490234 -0.04934692 ...  0.05908203  0.1055603
  0.07852173]",10
"[-0.07388306 -0.07220459 -0.07034302 ... -0.17572021 -0.18630981
 -0.19604492]",46
"[-0.00033569 -0.00048828 -0.00048828 ... -0.02145386 -0.02810669
 -0.02523804]",20
"[-0.00650024 -0.00872803 -0.00793457 ...  0.00048828  0.00057983
  0.00039673]",20
"[-0.00790405 -0.00845337 -0.00421143 ... -0.0184021  -0.02456665
 -0.02090454]",20
"[-0.00952148 -0.01229858 -0.01019287 ...  0.          0.
  0.        ]",20
"[ 0.00305176  0.00268555  0.00131226 ... -0.01660156 -0.00024414
  0.00848389]",20
[0.00036621 0.00064087 0.00082397 ... 0.00131226 0.00183105 0.00082397],20
"[-0.00628662 -0.01412964 -0.03182983 ... -0.00222778 -0.00161743
 -0.00042725]",20
"[ 0.10006714  0.09381104  0.0871582  ... -0.14956665 -0.11749268
 -0.08441162]",45
[0.00021362 0.00131226 0.00201416 ... 0.00335693 0.00387573 0.00408936],8
"[ 0.00152588  0.00234985  0.00076294 ...  0.00772095  0.00115967
 -0.00747681]",8
"[-2.6855469e-03 -2.2583008e-03  9.1552734e-05 ... -2.0141602e-03
  7.3242188e-04 -3.0517578e-04]",8
"[-0.00106812 -0.00189209 -0.00061035 ... -0.00250244 -0.00170898
 -0.00311279]",8
"[-0.03967285 -0.04238892 -0.04431152 ...  0.00274658  0.00180054
 -0.0038147 ]",45
"[-0.02011108 -0.0411377  -0.04315186 ...  0.14016724  0.15719604
  0.20175171]",45
"[ 0.00192261  0.00164795  0.00195312 ... -0.03323364 -0.0340271
 -0.03518677]",8
"[-0.00942993 -0.00973511 -0.01065063 ...  0.00286865  0.00222778
  0.00170898]",8
"[ 0.00674438  0.00637817  0.00585938 ... -0.01324463 -0.01312256
 -0.0128479 ]",8
"[-0.00024414 -0.00027466 -0.00030518 ...  0.          0.
  0.        ]",1
"[-0.00137329 -0.0017395   0.00057983 ...  0.          0.
  0.        ]",1
"[6.1035156e-05 6.1035156e-05 6.1035156e-05 ... 0.0000000e+00 0.0000000e+00
 0.0000000e+00]",1
"[-0.02728271 -0.02923584 -0.02694702 ...  0.04415894  0.05438232
  0.04455566]",11
"[ 0.00247192  0.00595093  0.00897217 ... -0.08096313 -0.09628296
 -0.07897949]",11
"[-0.15725708 -0.11361694 -0.07315063 ...  0.14831543  0.16815186
  0.1697998 ]",46
"[ 0.17276001  0.19345093  0.19802856 ... -0.09152222 -0.10238647
 -0.11828613]",46
"[-0.00018311 -0.00027466 -0.00015259 ... -0.0010376  -0.00115967
 -0.00076294]",38
[0. 0. 0. ... 0. 0. 0.],21
"[ 0.          0.          0.         ... -0.01446533 -0.00720215
 -0.00363159]",18
"[-0.00100708 -0.00128174 -0.00067139 ...  0.00814819  0.00653076
  0.00628662]",18
"[-0.00033569 -0.00024414 -0.00033569 ...  0.00085449  0.00112915
  0.00085449]",21
"[-0.01168823 -0.0133667  -0.012146   ... -0.06915283 -0.10296631
 -0.11212158]",18
"[-0.07330322 -0.07150269 -0.0710144  ... -0.24176025 -0.2506714
 -0.25811768]",3
